#Tue, 13 Jul 2010 13:15:53 +0000


0, 1.0, 0
1, 1.0, 0
2, 1.0, 0
3, 1.0, 0
4, 1.0, 0
5, 0.999999999996, 0
6, 0.999999997132, 0
7, 0.999999145552, 0
8, 0.999906347172, 0
9, 0.996223741197, 0
10, 0.943984511977, 0
11, 0.694324933401, 0
12, 0.386354681869, 0
13, 0.546809963998, 0
14, 0.87687427564, 0
15, 0.98769383419, 0
16, 0.999547517024, 0
17, 0.999993879495, 0
18, 0.999999969544, 0
19, 0.999999999944, 0
20, 1.0, 0
21, 1.0, 0
22, 1.0, 0
23, 1.0, 0
24, 1.0, 0
25, 1.0, 0
26, 1.0, 0
27, 1.0, 0
28, 1.0, 0
29, 1.0, 0
30, 1.0, 0
31, 1.0, 0
32, 1.0, 0
33, 1.0, 0
34, 1.0, 0
35, 1.0, 0
36, 1.0, 0
37, 1.0, 0
38, 1.0, 0
39, 1.0, 0
40, 1.0, 0
41, 1.0, 0
42, 1.0, 0
43, 1.0, 0
44, 1.0, 0
45, 1.0, 0
46, 1.0, 0
47, 1.0, 0
48, 1.0, 0
49, 1.0, 0
50, 1.0, 0
51, 1.0, 0
52, 1.0, 0
53, 1.0, 0
54, 1.0, 0
55, 1.0, 0
56, 1.0, 0
57, 1.0, 0
58, 1.0, 0
59, 1.0, 0
60, 1.0, 0
61, 1.0, 0
62, 1.0, 0
63, 1.0, 0
64, 1.0, 0
65, 1.0, 0
66, 1.0, 0
67, 1.0, 0
68, 1.0, 0
69, 1.0, 0
70, 1.0, 0
71, 1.0, 0
72, 1.0, 0
73, 1.0, 0
74, 1.0, 0
75, 1.0, 0
76, 1.0, 0
77, 1.0, 0
78, 0.999999999999, 0
79, 0.999999999058, 0
80, 0.9999996483, 0
81, 0.999951678806, 0
82, 0.997557648559, 0
83, 0.954586583933, 0
84, 0.689354044107, 0
85, 0.218277243039, 0
86, 0.276322076999, 0
87, 0.753541721297, 0
88, 0.969122152632, 0
89, 0.998576832101, 0
90, 0.999975869252, 0
91, 0.999999849481, 0
92, 0.999999999655, 0
93, 1.0, 0
94, 1.0, 0
95, 1.0, 0
96, 1.0, 0
97, 1.0, 0
98, 1.0, 0
99, 1.0, 0
100, 1.0, 0
101, 1.0, 0
102, 1.0, 0
103, 1.0, 0
104, 1.0, 0
105, 1.0, 0
106, 1.0, 0
107, 1.0, 0
108, 1.0, 0
109, 1.0, 0
110, 1.0, 0
111, 1.0, 0
112, 1.0, 0
113, 1.0, 0
114, 1.0, 0
115, 1.0, 0
116, 1.0, 0
117, 1.0, 0
118, 1.0, 0
119, 1.0, 0
120, 1.0, 0
121, 1.0, 0
122, 1.0, 0
123, 1.0, 0
124, 1.0, 0
125, 1.0, 0
126, 1.0, 0
127, 1.0, 0
128, 1.0, 0
129, 1.0, 0
130, 1.0, 0
131, 1.0, 0
132, 1.0, 0
133, 1.0, 0
134, 1.0, 0
135, 1.0, 0
136, 1.0, 0
137, 1.0, 0
138, 1.0, 0
139, 1.0, 0
140, 1.0, 0
141, 1.0, 0
142, 1.0, 0
143, 1.0, 0
144, 1.0, 0
145, 1.0, 0
146, 1.0, 0
147, 1.0, 0
148, 1.0, 0
149, 1.0, 0
150, 1.0, 0
151, 1.0, 0
152, 1.0, 0
153, 1.0, 0
154, 1.0, 0
155, 1.0, 0
156, 1.0, 0
157, 1.0, 0
158, 1.0, 0


0, 1.0, 1
1, 1.0, 1
2, 1.0, 1
3, 1.0, 1
4, 1.0, 1
5, 1.0, 1
6, 1.0, 1
7, 1.0, 1
8, 1.0, 1
9, 1.0, 1
10, 1.0, 1
11, 1.0, 1
12, 1.0, 1
13, 1.0, 1
14, 1.0, 1
15, 1.0, 1
16, 1.0, 1
17, 1.0, 1
18, 1.0, 1
19, 1.0, 1
20, 1.0, 1
21, 1.0, 1
22, 1.0, 1
23, 1.0, 1
24, 1.0, 1
25, 1.0, 1
26, 1.0, 1
27, 1.0, 1
28, 1.0, 1
29, 1.0, 1
30, 1.0, 1
31, 1.0, 1
32, 1.0, 1
33, 1.0, 1
34, 1.0, 1
35, 1.0, 1
36, 1.0, 1
37, 1.0, 1
38, 1.0, 1
39, 1.0, 1
40, 1.0, 1
41, 1.0, 1
42, 1.0, 1
43, 1.0, 1
44, 1.0, 1
45, 1.0, 1
46, 1.0, 1
47, 1.0, 1
48, 1.0, 1
49, 1.0, 1
50, 1.0, 1
51, 1.0, 1
52, 1.0, 1
53, 1.0, 1
54, 1.0, 1
55, 1.0, 1
56, 1.0, 1
57, 1.0, 1
58, 1.0, 1
59, 1.0, 1
60, 1.0, 1
61, 1.0, 1
62, 1.0, 1
63, 1.0, 1
64, 1.0, 1
65, 1.0, 1
66, 1.0, 1
67, 1.0, 1
68, 1.0, 1
69, 1.0, 1
70, 1.0, 1
71, 1.0, 1
72, 1.0, 1
73, 1.0, 1
74, 1.0, 1
75, 1.0, 1
76, 1.0, 1
77, 1.0, 1
78, 1.0, 1
79, 1.0, 1
80, 1.0, 1
81, 1.0, 1
82, 1.0, 1
83, 1.0, 1
84, 1.0, 1
85, 1.0, 1
86, 0.999999999969, 1
87, 0.999999984663, 1
88, 0.999997189054, 1
89, 0.999810479155, 1
90, 0.9952992499, 1
91, 0.957106807481, 1
92, 0.855964440932, 1
93, 0.820138719005, 1
94, 0.88619479731, 1
95, 0.799628503189, 1
96, 0.63212238213, 1
97, 0.737452536317, 1
98, 0.914630018175, 1
99, 0.810127423787, 1
100, 0.297404201726, 1
101, 0.0156835819854, 1
102, 0.492644044817, 1
103, 0.903795292677, 1
104, 0.993289028303, 1
105, 0.999827781418, 1
106, 0.999998374151, 1
107, 0.999999994353, 1
108, 0.999999999993, 1
109, 1.0, 1
110, 1.0, 1
111, 1.0, 1
112, 1.0, 1
113, 1.0, 1
114, 1.0, 1
115, 1.0, 1
116, 1.0, 1
117, 1.0, 1
118, 1.0, 1
119, 1.0, 1
120, 1.0, 1
121, 1.0, 1
122, 1.0, 1
123, 1.0, 1
124, 1.0, 1
125, 1.0, 1
126, 1.0, 1
127, 1.0, 1
128, 1.0, 1
129, 0.999999999992, 1
130, 0.999999994223, 1
131, 0.9999985459, 1
132, 0.999865351073, 1
133, 0.995413122091, 1
134, 0.942517323507, 1
135, 0.734989976562, 1
136, 0.550537836781, 1
137, 0.719566757876, 1
138, 0.935631799752, 1
139, 0.994564759598, 1
140, 0.999831161429, 1
141, 0.999998070565, 1
142, 0.999999991889, 1
143, 0.999999999987, 1
144, 1.0, 1
145, 1.0, 1
146, 1.0, 1
147, 1.0, 1
148, 1.0, 1
149, 1.0, 1
150, 1.0, 1
