Thu, 22 Jul 2010 11:16:50 +0000
0, 1.0, 0
1, 1.0, 0
2, 1.0, 0
3, 1.0, 0
4, 1.0, 0
5, 1.0, 0
6, 1.0, 0
7, 1.0, 0
8, 1.0, 0
9, 1.0, 0
10, 1.0, 0
11, 1.0, 0
12, 1.0, 0
13, 1.0, 0
14, 1.0, 0
15, 1.0, 0
16, 1.0, 0
17, 1.0, 0
18, 1.0, 0
19, 1.0, 0
20, 1.0, 0
21, 1.0, 0
22, 1.0, 0
23, 1.0, 0
24, 1.0, 0
25, 1.0, 0
26, 1.0, 0
27, 1.0, 0
28, 1.0, 0
29, 1.0, 0
30, 1.0, 0
31, 1.0, 0
32, 1.0, 0
33, 1.0, 0
34, 1.0, 0
35, 1.0, 0
36, 1.0, 0
37, 1.0, 0
38, 1.0, 0
39, 1.0, 0
40, 1.0, 0
41, 1.0, 0
42, 1.0, 0
43, 1.0, 0
44, 1.0, 0
45, 1.0, 0
46, 1.0, 0
47, 1.0, 0
48, 1.0, 0
49, 1.0, 0
50, 1.0, 0
51, 0.999999999964, 0
52, 0.999999979644, 0
53, 0.999995715282, 0
54, 0.999668221777, 0
55, 0.990548971799, 0
56, 0.900958830538, 0
57, 0.61818061078, 0
58, 0.458490954633, 0
59, 0.717473642406, 0
60, 0.945772729681, 0
61, 0.996171029373, 0
62, 0.999900539224, 0
63, 0.999999049555, 0
64, 0.999999996659, 0
65, 0.999999999996, 0
66, 1.0, 0
67, 1.0, 0
68, 1.0, 0
69, 1.0, 0
70, 1.0, 0
71, 1.0, 0
72, 1.0, 0
73, 1.0, 0
74, 1.0, 0
75, 1.0, 0
76, 1.0, 0
77, 1.0, 0
78, 1.0, 0
79, 1.0, 0
80, 1.0, 0
81, 1.0, 0
82, 1.0, 0
83, 1.0, 0
84, 1.0, 0
85, 1.0, 0
86, 1.0, 0
87, 1.0, 0
88, 1.0, 0
89, 1.0, 0
90, 1.0, 0
91, 1.0, 0
92, 1.0, 0
93, 1.0, 0
94, 1.0, 0
95, 1.0, 0
96, 1.0, 0
97, 1.0, 0
98, 1.0, 0
99, 1.0, 0
100, 1.0, 0
101, 0.999999999907, 0
102, 0.999999965905, 0
103, 0.999995418962, 0
104, 0.999773565749, 0
105, 0.995882573226, 0
106, 0.972456751127, 0
107, 0.932218688523, 0
108, 0.938636387312, 0
109, 0.979546392684, 0
110, 0.996387023169, 0
111, 0.973145706579, 0
112, 0.76332698288, 0
113, 0.229515176239, 0
114, 0.0772425358123, 0
115, 0.593447566922, 0
116, 0.934105209702, 0
117, 0.996070917806, 0
118, 0.999913814012, 0
119, 0.999999304515, 0
120, 0.999999997935, 0
121, 0.999999999998, 0
122, 1.0, 0
123, 1.0, 0
124, 1.0, 0
125, 1.0, 0
126, 1.0, 0
127, 1.0, 0
128, 1.0, 0
129, 1.0, 0
130, 1.0, 0
131, 1.0, 0
132, 1.0, 0
133, 1.0, 0
134, 1.0, 0
135, 1.0, 0
136, 1.0, 0
137, 1.0, 0
138, 1.0, 0
139, 1.0, 0
140, 1.0, 0
141, 1.0, 0
142, 1.0, 0
143, 1.0, 0
144, 1.0, 0
145, 1.0, 0
146, 1.0, 0
147, 1.0, 0
148, 1.0, 0
149, 0.999999999718, 0
150, 0.99999990442, 0
151, 0.999988066091, 0
152, 0.999451845869, 0
153, 0.990737500611, 0
154, 0.942421650484, 0
155, 0.868327297554, 0
156, 0.889226008555, 0
157, 0.965716482186, 0
158, 0.996096641234, 0
159, 0.999836507784, 0
160, 0.999997480808, 0
161, 0.99999998572, 0
162, 0.99999999997, 0
163, 1.0, 0
164, 1.0, 0
165, 1.0, 0
166, 1.0, 0
167, 0.999999999996, 0
168, 0.999999997378, 0
169, 0.999999322788, 0
170, 0.999935655637, 0
171, 0.997750934205, 0
172, 0.971079930289, 0
173, 0.863194981743, 0
174, 0.761926948039, 0
175, 0.847586313219, 0
176, 0.964104234805, 0
177, 0.996889945633, 0
178, 0.999900871562, 0
179, 0.999998837658, 0
180, 0.999999994986, 0
181, 0.999999999992, 0
182, 1.0, 0
183, 1.0, 0
184, 1.0, 0
185, 1.0, 0
186, 1.0, 0
187, 1.0, 0
188, 1.0, 0
189, 1.0, 0
190, 1.0, 0
191, 1.0, 0
192, 1.0, 0
193, 0.999999999999, 0
194, 0.999999999164, 0
195, 0.99999967651, 0
196, 0.999953924686, 0
197, 0.997585755994, 0
198, 0.953462875961, 0
199, 0.669992783053, 0
200, 0.139099713007, 0
201, 0.173795063164, 0
202, 0.708305502366, 0
203, 0.962114388305, 0
204, 0.998187481823, 0
205, 0.999743068757, 0
206, 0.991984446825, 0
207, 0.895012661259, 0
208, 0.494109029301, 0
209, 0.10322715538, 0
210, 0.415191754025, 0
211, 0.859702463705, 0
212, 0.987617962366, 0
213, 0.999597987356, 0
214, 0.999995198324, 0
215, 0.999999978902, 0
216, 0.999999999966, 0
217, 1.0, 0
218, 1.0, 0
219, 1.0, 0
220, 1.0, 0
221, 1.0, 0
222, 1.0, 0
223, 1.0, 0
224, 1.0, 0
225, 1.0, 0
226, 1.0, 0
227, 1.0, 0
228, 1.0, 0
229, 1.0, 0
230, 1.0, 0
231, 0.999999999829, 0
232, 0.999999920646, 0
233, 0.999986479078, 0
234, 0.999152484137, 0
235, 0.980456836391, 0
236, 0.834214166115, 0
237, 0.482624943969, 0
238, 0.406023759938, 0
239, 0.749136095492, 0
240, 0.961022605914, 0
241, 0.997772114121, 0
242, 0.999953153344, 0
243, 0.999999637615, 0
244, 0.999999998969, 0
245, 0.999999999999, 0
246, 0.999999999925, 0
247, 0.999999961948, 0
248, 0.999992944483, 0
249, 0.999518739539, 0
250, 0.987923612979, 0
251, 0.888519378578, 0
252, 0.621411639904, 0
253, 0.527022314651, 0
254, 0.782620010171, 0
255, 0.963246052158, 0
