Sun, 18 Jul 2010 13:01:53 +0000
0, 1.0, 0
1, 1.0, 0
2, 1.0, 0
3, 1.0, 0
4, 1.0, 0
5, 1.0, 0
6, 1.0, 0
7, 1.0, 0
8, 1.0, 0
9, 1.0, 0
10, 1.0, 0
11, 1.0, 0
12, 1.0, 0
13, 1.0, 0
14, 1.0, 0
15, 1.0, 0
16, 1.0, 0
17, 1.0, 0
18, 1.0, 0
19, 1.0, 0
20, 1.0, 0
21, 1.0, 0
22, 1.0, 0
23, 1.0, 0
24, 1.0, 0
25, 1.0, 0
26, 1.0, 0
27, 1.0, 0
28, 1.0, 0
29, 1.0, 0
30, 1.0, 0
31, 1.0, 0
32, 1.0, 0
33, 1.0, 0
34, 1.0, 0
35, 1.0, 0
36, 1.0, 0
37, 1.0, 0
38, 0.999999999991, 0
39, 0.999999994051, 0
40, 0.999998596735, 0
41, 0.999878224296, 0
42, 0.996111760009, 0
43, 0.954266874021, 0
44, 0.800130791683, 0
45, 0.653457111156, 0
46, 0.60329575152, 0
47, 0.459123248084, 0
48, 0.61438847972, 0
49, 0.8961734154, 0
50, 0.989676467496, 0
51, 0.999365424223, 0
52, 0.991918018493, 0
53, 0.906632745369, 0
54, 0.602947726127, 0
55, 0.378834891781, 0
56, 0.642358873828, 0
57, 0.917146057967, 0
58, 0.894444305739, 0
59, 0.522727156719, 0
60, 0.171031874336, 0
61, 0.175819943235, 0
62, 0.55993715897, 0
63, 0.915955454358, 0
64, 0.994074611102, 0
65, 0.999842458997, 0
66, 0.999998438362, 0
67, 0.999999994273, 0
68, 0.999999999992, 0
69, 1.0, 0
70, 1.0, 0
71, 1.0, 0
72, 1.0, 0
73, 1.0, 0
74, 0.99999999994, 0
75, 0.999999979959, 0
76, 0.999997545361, 0
77, 0.999889398244, 0
78, 0.998166664906, 0
79, 0.988820375967, 0
80, 0.974920546803, 0
81, 0.979302664178, 0
82, 0.993716286909, 0
83, 0.99929818319, 0
84, 0.999971163888, 0
85, 0.999999564132, 0
86, 0.999999997576, 0
87, 0.999999999995, 0
88, 1.0, 0
89, 0.999999999553, 0
90, 0.999999831852, 0
91, 0.999976744181, 0
92, 0.998816749842, 0
93, 0.977852382286, 0
94, 0.847495385676, 0
95, 0.613682423344, 0
96, 0.639992559186, 0
97, 0.876578334829, 0
98, 0.984207240726, 0
99, 0.991121684549, 0
100, 0.893845011666, 0
101, 0.492193755391, 0
102, 0.106270282785, 0
103, 0.421344732201, 0
104, 0.86217146449, 0
105, 0.987922837737, 0
106, 0.999604698494, 0
107, 0.999530937939, 0
108, 0.986763193151, 0
109, 0.861217717309, 0
110, 0.464707706162, 0
111, 0.240455061172, 0
112, 0.603519826052, 0
113, 0.923863134243, 0
114, 0.994621306756, 0
115, 0.999853734051, 0
116, 0.999546344118, 0
117, 0.988389384683, 0
118, 0.890359803691, 0
119, 0.619118337158, 0
120, 0.513238923775, 0
121, 0.771151990721, 0
122, 0.960419256012, 0
123, 0.997481590867, 0
124, 0.999941051313, 0
125, 0.999999492393, 0
126, 0.999999998392, 0
127, 0.999999999998, 0
128, 1.0, 0
129, 1.0, 0
130, 1.0, 0
131, 1.0, 0
132, 1.0, 0
133, 1.0, 0
134, 1.0, 0
135, 1.0, 0
136, 1.0, 0
137, 1.0, 0
138, 1.0, 0
139, 1.0, 0
140, 1.0, 0
141, 1.0, 0
142, 1.0, 0
143, 0.999999999984, 0
144, 0.999999992362, 0
145, 0.999998627092, 0
146, 0.99990921477, 0
147, 0.997790922027, 0
148, 0.980171898777, 0
149, 0.932823494631, 0
150, 0.895301016239, 0
151, 0.840880416256, 0
152, 0.779378333762, 0
153, 0.866017790224, 0
154, 0.969571637162, 0
155, 0.997452936289, 0
156, 0.999882558323, 0
157, 0.998089758835, 0
158, 0.964094812321, 0
159, 0.743234854496, 0
160, 0.327461484497, 0
161, 0.109185431717, 0
162, 0.158384855163, 0
163, 0.660817149607, 0
164, 0.953111649369, 0
165, 0.997601356104, 0
166, 0.999954068094, 0
167, 0.999999559556, 0
168, 0.999980751875, 0
169, 0.998803778302, 0
170, 0.972649845127, 0
171, 0.769954669341, 0
172, 0.288176087329, 0
173, 0.189716039299, 0
174, 0.660681585284, 0
175, 0.94772629164, 0
176, 0.997035042847, 0
177, 0.999841708288, 0
178, 0.998584985973, 0
179, 0.992374508497, 0
180, 0.984877432757, 0
181, 0.988967122385, 0
182, 0.997038869164, 0
183, 0.999707622403, 0
184, 0.999987221289, 0
185, 0.99979085163, 0
186, 0.992556741612, 0
187, 0.902484905263, 0
188, 0.530012662747, 0
189, 0.166691167433, 0
190, 0.45646021111, 0
191, 0.869569542849, 0
192, 0.988042186356, 0
193, 0.986823224782, 0
194, 0.86581242587, 0
195, 0.482828316486, 0
196, 0.266710960765, 0
197, 0.617509040339, 0
198, 0.926603952278, 0
199, 0.994818807932, 0
200, 0.999865447359, 0
201, 0.999998714535, 0
202, 0.999999995482, 0
203, 0.999999999992, 0
204, 0.999999997808, 0
205, 0.999999274341, 0
206, 0.999911642786, 0
207, 0.996042174161, 0
208, 0.934780590166, 0
209, 0.604631042301, 0
210, 0.118273712129, 0
211, 0.276613285341, 0
212, 0.781670316117, 0
213, 0.975758440127, 0
214, 0.999009805148, 0
215, 0.999981360776, 0
216, 0.999665173963, 0
217, 0.989037585314, 0
218, 0.867929629117, 0
219, 0.414657452967, 0
220, 0.0456222481124, 0
221, 0.427552005226, 0
222, 0.873684313047, 0
223, 0.989746218408, 0
224, 0.999693735212, 0
225, 0.999988834033, 0
226, 0.999606708838, 0
227, 0.99270714642, 0
228, 0.950249019537, 0
229, 0.875137065401, 0
230, 0.88426263123, 0
231, 0.947860398815, 0
232, 0.867815023251, 0
233, 0.554550590378, 0
234, 0.429670821542, 0
235, 0.731293935846, 0
236, 0.95342680298, 0
237, 0.997030384785, 0
238, 0.999930342188, 0
239, 0.999999398902, 0
240, 0.999999998092, 0
241, 0.999999999998, 0
242, 1.0, 0
243, 1.0, 0
244, 0.999999999769, 0
245, 0.999999899979, 0
246, 0.999984065424, 0
247, 0.999066110825, 0
248, 0.979864812349, 0
249, 0.840293887079, 0
250, 0.533992489896, 0
251, 0.499769912194, 0
252, 0.802461285825, 0
253, 0.971302758466, 0
254, 0.99846632407, 0
255, 0.999969846858, 0
