Thu, 22 Jul 2010 15:40:31 +0000
0, 1.0, 1
1, 1.0, 1
2, 1.0, 1
3, 1.0, 1
4, 1.0, 1
5, 1.0, 1
6, 1.0, 1
7, 1.0, 1
8, 1.0, 1
9, 0.999999999989, 1
10, 0.99999999298, 1
11, 0.999998390202, 1
12, 0.999864193627, 1
13, 0.995785225532, 1
14, 0.951879065895, 1
15, 0.797884657774, 1
16, 0.687700728431, 1
17, 0.822389001746, 1
18, 0.9584775998, 1
19, 0.928200475739, 1
20, 0.615153544367, 1
21, 0.212172521548, 1
22, 0.40661550877, 1
23, 0.835582941987, 1
24, 0.983240422214, 1
25, 0.999371529652, 1
26, 0.999991330141, 1
27, 0.999999956001, 1
28, 0.999999999918, 1
29, 1.0, 1
30, 1.0, 1
31, 1.0, 1
32, 1.0, 1
33, 1.0, 1
34, 1.0, 1
35, 1.0, 1
36, 1.0, 1
37, 1.0, 1
38, 1.0, 1
39, 1.0, 1
40, 1.0, 1
41, 1.0, 1
42, 1.0, 1
43, 1.0, 1
44, 1.0, 1
45, 1.0, 1
46, 1.0, 1
47, 1.0, 1
48, 1.0, 1
49, 1.0, 1
50, 1.0, 1
51, 1.0, 1
52, 1.0, 1
53, 1.0, 1
54, 1.0, 1
55, 1.0, 1
56, 1.0, 1
57, 0.999999999655, 1
58, 0.9999998898, 1
59, 0.999987043641, 1
60, 0.999434732481, 1
61, 0.990570892659, 1
62, 0.933132720604, 1
63, 0.745787195682, 1
64, 0.368869618955, 1
65, 0.184920260652, 1
66, 0.592931585135, 1
67, 0.925262840226, 1
68, 0.994943817006, 1
69, 0.999874052405, 1
70, 0.99999660971, 1
71, 0.999818307526, 1
72, 0.994569153418, 1
73, 0.940280942135, 1
74, 0.758418385538, 1
75, 0.640482256678, 1
76, 0.80317407692, 1
77, 0.960358527074, 1
78, 0.997062871705, 1
79, 0.999919653898, 1
80, 0.999964474726, 1
81, 0.998462381719, 1
82, 0.974820474387, 1
83, 0.844996963445, 1
84, 0.621036177131, 1
85, 0.503852945829, 1
86, 0.473713009384, 1
87, 0.716741377124, 1
88, 0.941533466859, 1
89, 0.995505572266, 1
90, 0.999872442738, 1
91, 0.999998662339, 1
92, 0.999998782223, 1
93, 0.999888508377, 1
94, 0.996229026481, 1
95, 0.953078674106, 1
96, 0.785220618678, 1
97, 0.638323395858, 1
98, 0.775945452074, 1
99, 0.948938610443, 1
100, 0.995719080967, 1
101, 0.999867959314, 1
102, 0.999996954374, 1
103, 0.999861080147, 1
104, 0.995412692589, 1
105, 0.944271617739, 1
106, 0.750941971151, 1
107, 0.590522375494, 1
108, 0.752334609152, 1
109, 0.944893097713, 1
110, 0.995488649837, 1
111, 0.999791972081, 1
112, 0.996617544338, 1
113, 0.941760104024, 1
114, 0.630886305956, 1
115, 0.139099310481, 1
116, 0.245563393438, 1
117, 0.470492454212, 1
118, 0.125998319442, 1
119, 0.278864547743, 1
120, 0.780411788466, 1
121, 0.975393142015, 1
122, 0.998916418628, 1
123, 0.996813209879, 1
