Mon, 26 Jul 2010 16:56:30 +0000
0, 0.975330631271, 0
1, 0.877608124442, 0
2, 0.776615692142, 0
3, 0.850011399894, 0
4, 0.962951608296, 0
5, 0.996633442893, 0
6, 0.999887459684, 0
7, 0.999998616001, 0
8, 0.999999993739, 0
9, 0.99999999999, 0
10, 1.0, 0
11, 1.0, 0
12, 1.0, 0
13, 1.0, 0
14, 1.0, 0
15, 1.0, 0
16, 1.0, 0
17, 1.0, 0
18, 1.0, 0
19, 1.0, 0
20, 1.0, 0
21, 1.0, 0
22, 1.0, 0
23, 1.0, 0
24, 1.0, 0
25, 1.0, 0
26, 1.0, 0
27, 1.0, 0
28, 1.0, 0
29, 1.0, 0
30, 1.0, 0
31, 1.0, 0
32, 1.0, 0
33, 0.999999999977, 0
34, 0.999999988562, 0
35, 0.999997915068, 0
36, 0.999860184736, 0
37, 0.996550764571, 0
38, 0.968696232656, 0
39, 0.895485657198, 0
40, 0.871630840112, 0
41, 0.941996924468, 0
42, 0.99035844988, 0
43, 0.999410412561, 0
44, 0.999986736593, 0
45, 0.999999890234, 0
46, 0.999999999666, 0
47, 1.0, 0
48, 1.0, 0
49, 1.0, 0
50, 0.999999999956, 0
51, 0.999999973703, 0
52, 0.999994246231, 0
53, 0.999536867931, 0
54, 0.986286041402, 0
55, 0.850608347436, 0
56, 0.401319177061, 0
57, 0.117387892774, 0
58, 0.521314874798, 0
59, 0.904492934335, 0
60, 0.992989861636, 0
61, 0.999810711951, 0
62, 0.999998119708, 0
63, 0.999999993129, 0
64, 0.999999999991, 0
65, 1.0, 0
66, 1.0, 0
67, 1.0, 0
68, 1.0, 0
69, 1.0, 0
70, 1.0, 0
71, 1.0, 0
72, 1.0, 0
73, 1.0, 0
74, 1.0, 0
75, 1.0, 0
76, 1.0, 0
77, 1.0, 0
78, 1.0, 0
79, 1.0, 0
80, 1.0, 0
81, 1.0, 0
82, 1.0, 0
83, 1.0, 0
84, 1.0, 0
85, 1.0, 0
86, 1.0, 0
87, 1.0, 0
88, 1.0, 0
89, 1.0, 0
90, 1.0, 0
91, 1.0, 0
92, 1.0, 0
93, 1.0, 0
94, 1.0, 0
95, 1.0, 0
96, 1.0, 0
97, 1.0, 0
98, 1.0, 0
99, 1.0, 0
100, 1.0, 0
101, 1.0, 0
102, 1.0, 0
103, 1.0, 0
104, 1.0, 0
105, 1.0, 0
106, 1.0, 0
107, 1.0, 0
108, 1.0, 0
109, 1.0, 0
110, 1.0, 0
111, 1.0, 0
112, 1.0, 0
113, 1.0, 0
114, 1.0, 0
115, 1.0, 0
116, 1.0, 0
117, 1.0, 0
118, 1.0, 0
119, 1.0, 0
120, 1.0, 0
121, 1.0, 0
122, 1.0, 0
123, 1.0, 0
124, 1.0, 0
125, 1.0, 0
126, 1.0, 0
127, 1.0, 0
128, 1.0, 0
129, 1.0, 0
130, 1.0, 0
131, 1.0, 0
132, 1.0, 0
133, 1.0, 0
134, 1.0, 0
135, 1.0, 0
136, 1.0, 0
137, 1.0, 0
138, 1.0, 0
139, 1.0, 0
140, 1.0, 0
141, 1.0, 0
142, 1.0, 0
143, 1.0, 0
144, 0.999999999999, 0
145, 0.999999998809, 0
146, 0.999999581364, 0
147, 0.999945847533, 0
148, 0.997423051114, 0
149, 0.954887294143, 0
150, 0.709465662836, 0
151, 0.311662268774, 0
152, 0.400055325218, 0
153, 0.807634871185, 0
154, 0.977309346151, 0
155, 0.99901536971, 0
156, 0.999984281725, 0
157, 0.999999907691, 0
158, 0.999999999801, 0
0, 1.0, 1
1, 1.0, 1
2, 1.0, 1
3, 1.0, 1
4, 1.0, 1
5, 1.0, 1
6, 1.0, 1
7, 1.0, 1
8, 1.0, 1
9, 1.0, 1
10, 1.0, 1
11, 1.0, 1
12, 1.0, 1
13, 1.0, 1
14, 1.0, 1
15, 1.0, 1
16, 1.0, 1
17, 1.0, 1
18, 1.0, 1
19, 1.0, 1
20, 1.0, 1
21, 1.0, 1
22, 1.0, 1
23, 1.0, 1
24, 1.0, 1
25, 1.0, 1
26, 1.0, 1
27, 1.0, 1
28, 1.0, 1
29, 1.0, 1
30, 1.0, 1
31, 1.0, 1
32, 1.0, 1
33, 1.0, 1
34, 1.0, 1
35, 1.0, 1
36, 1.0, 1
37, 1.0, 1
38, 1.0, 1
39, 1.0, 1
40, 1.0, 1
41, 1.0, 1
42, 1.0, 1
43, 1.0, 1
44, 1.0, 1
45, 1.0, 1
46, 1.0, 1
47, 1.0, 1
48, 1.0, 1
49, 1.0, 1
50, 1.0, 1
51, 1.0, 1
52, 1.0, 1
53, 1.0, 1
54, 1.0, 1
55, 1.0, 1
56, 1.0, 1
57, 1.0, 1
58, 1.0, 1
59, 1.0, 1
60, 1.0, 1
61, 1.0, 1
62, 1.0, 1
63, 1.0, 1
64, 1.0, 1
65, 1.0, 1
66, 1.0, 1
67, 1.0, 1
68, 1.0, 1
69, 1.0, 1
70, 1.0, 1
71, 1.0, 1
72, 1.0, 1
73, 1.0, 1
74, 1.0, 1
75, 1.0, 1
76, 1.0, 1
77, 1.0, 1
78, 1.0, 1
79, 1.0, 1
80, 1.0, 1
81, 1.0, 1
82, 1.0, 1
83, 1.0, 1
84, 1.0, 1
85, 1.0, 1
86, 1.0, 1
87, 1.0, 1
88, 1.0, 1
89, 1.0, 1
90, 1.0, 1
91, 0.999999999999, 1
92, 0.9999999995, 1
93, 0.999999839745, 1
94, 0.999981103149, 1
95, 0.999180264443, 1
96, 0.986918316963, 1
97, 0.923200394502, 1
98, 0.83413304411, 1
99, 0.868214910024, 1
100, 0.961480716632, 1
101, 0.995858137874, 1
102, 0.999836160507, 1
103, 0.999997615776, 1
104, 0.999999987236, 1
105, 0.999999999975, 1
106, 1.0, 1
107, 1.0, 1
108, 1.0, 1
109, 1.0, 1
110, 1.0, 1
111, 1.0, 1
112, 1.0, 1
113, 1.0, 1
114, 1.0, 1
115, 1.0, 1
116, 1.0, 1
117, 1.0, 1
118, 1.0, 1
119, 1.0, 1
120, 1.0, 1
121, 1.0, 1
122, 1.0, 1
123, 1.0, 1
124, 1.0, 1
125, 1.0, 1
126, 1.0, 1
127, 1.0, 1
128, 1.0, 1
129, 0.999999999997, 1
130, 0.999999998062, 1
131, 0.999999596111, 1
132, 0.99996903798, 1
133, 0.999126824121, 1
134, 0.990941011767, 1
135, 0.965424921156, 1
136, 0.951454142045, 1
137, 0.974924667495, 1
138, 0.995235177373, 1
139, 0.999666917133, 1
140, 0.99999143429, 1
141, 0.999999918964, 1
142, 0.999999999718, 1
143, 1.0, 1
144, 1.0, 1
145, 1.0, 1
146, 1.0, 1
147, 1.0, 1
148, 1.0, 1
149, 1.0, 1
150, 1.0, 1
151, 1.0, 1
152, 1.0, 1
